episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
401, 2421.576031714678, 1, 0.803433061002579, 35, 269417,                                             373304, 27.520742416381836, 597.5626831054688
402, -4293.58714556694, 4, 10.738610922999214, 842, 270259,                                             374146, 25.82864761352539, 596.694091796875
403, 2334.2447504997253, 1, 0.49678851300268434, 30, 270289,                                             374176, 27.036205291748047, 597.147705078125
404, -3826.664585828781, 4, 10.321020336996298, 785, 271074,                                             374961, 25.234155654907227, 596.2778930664062
405, -3854.9385039806366, 4, 11.120450372996856, 848, 271922,                                             375809, 25.80365562438965, 596.5398559570312
406, -3786.701255440712, 3, 4.516848602004757, 326, 272248,                                             376135, 24.9259033203125, 596.8445434570312
407, -4070.268833875656, 3, 5.317503498001315, 394, 272642,                                             376529, 25.36031150817871, 596.9207763671875
408, -3832.897958755493, 4, 10.919816478002758, 801, 273443,                                             377330, 25.525882720947266, 596.6287841796875
409, -3038.237920999527, 4, 10.919616634004342, 823, 274266,                                             378153, 25.215551376342773, 597.478271484375
410, -4179.116064786911, 4, 10.920797304002917, 820, 275086,                                             378973, 25.55280876159668, 597.0947875976562
411, -3332.119109272957, 4, 10.920461966001312, 829, 275915,                                             379802, 25.192474365234375, 597.3922119140625
412, -4218.772212743759, 3, 5.319886583005427, 368, 276283,                                             380170, 25.37807273864746, 597.1710815429688
413, -2893.47848623991, 4, 11.122360829998797, 828, 277111,                                             380998, 25.448394775390625, 597.7789306640625
414, -4441.731505393982, 3, 5.120708497997839, 374, 277485,                                             381372, 25.134536743164062, 597.176025390625
415, -468.5857299566269, 1, 10.72109553500195, 801, 278286,                                             382173, 24.92851448059082, 596.734130859375
416, 259.8046145439148, 1, 8.119057217998488, 611, 278897,                                             382784, 24.694238662719727, 596.967041015625
417, -3970.8837859630585, 4, 10.743294622996473, 805, 279702,                                             383589, 25.530439376831055, 596.7700805664062
418, -185.8960366845131, 1, 10.299840200998005, 768, 280470,                                             384357, 25.296180725097656, 597.0184326171875
419, 1203.5057306289673, 1, 5.1178175669992925, 366, 280836,                                             384723, 25.1844482421875, 596.074951171875
420, 61.13031995296478, 1, 6.324476007997873, 457, 281293,                                             385180, 24.595626831054688, 596.9136962890625
421, -4474.5082585811615, 4, 11.120882155999425, 837, 282130,                                             386017, 24.941232681274414, 596.5233764648438
422, -2978.047238111496, 4, 10.921894496001187, 789, 282919,                                             386806, 25.017337799072266, 597.1800537109375
423, -4397.866233587265, 4, 10.921531154999684, 814, 283733,                                             387620, 24.483510971069336, 596.5202026367188
424, 955.0630854964256, 1, 6.118174060997262, 447, 284180,                                             388067, 24.638500213623047, 596.4727783203125
425, -3349.2643263339996, 4, 11.320857097001863, 839, 285019,                                             388906, 24.849159240722656, 596.468017578125
426, -3364.2515441179276, 4, 11.127095292999002, 825, 285844,                                             389731, 24.546592712402344, 595.84912109375
427, -3525.4140926599503, 4, 11.121500876994105, 792, 286636,                                             390523, 24.69820213317871, 595.8589477539062
428, -2843.3321487903595, 4, 10.921752043002925, 809, 287445,                                             391332, 24.334327697753906, 595.79833984375
429, -2587.948997735977, 4, 10.920271527997102, 804, 288249,                                             392136, 24.53274917602539, 596.2655639648438
430, -3771.668899536133, 4, 11.121988270999282, 817, 289066,                                             392953, 24.098426818847656, 595.2096557617188
431, -3644.842192530632, 3, 5.71901663600147, 412, 289478,                                             393365, 24.493322372436523, 595.232421875
432, -2602.7989020347595, 4, 10.921671520998643, 786, 290264,                                             394151, 23.870790481567383, 594.8466796875
433, 2442.2806082963943, 1, 0.40765556300175376, 30, 290294,                                             394181, 23.919740676879883, 595.6973266601562
434, 1701.083716392517, 1, 2.791820824997558, 209, 290503,                                             394390, 24.217323303222656, 594.5269165039062
435, -3603.9060168266296, 4, 11.557866959999956, 860, 291363,                                             395250, 24.15983009338379, 595.6813354492188
436, 2324.3786310255527, 1, 1.5173030169971753, 87, 291450,                                             395337, 23.53081512451172, 596.1758422851562
437, -3522.5701007843018, 4, 11.121815865000826, 820, 292270,                                             396157, 24.379154205322266, 595.0823364257812
438, -3619.324719786644, 4, 11.122675780999998, 792, 293062,                                             396949, 24.46697425842285, 595.1594848632812
439, -4244.18063724041, 4, 11.323091409998597, 826, 293888,                                             397775, 23.89337730407715, 594.5316162109375
440, -3645.2456963658333, 4, 10.921734131996345, 796, 294684,                                             398571, 24.167556762695312, 594.6288452148438
441, -6247.649977087975, 3, 11.122326855998836, 815, 295499,                                             399386, 23.892398834228516, 593.7962646484375
442, -3235.2554590702057, 4, 10.921090633004496, 794, 296293,                                             400180, 23.723447799682617, 593.0542602539062
443, -5626.370738208294, 3, 10.52234910200059, 749, 297042,                                             400929, 24.224773406982422, 593.8046264648438
444, 2295.183010995388, 1, 1.3169174950016895, 79, 297121,                                             401008, 23.94452667236328, 594.8426513671875
445, -3635.6079095602036, 4, 10.88817642700451, 819, 297940,                                             401827, 24.20351791381836, 593.36181640625
446, -2961.9336528778076, 4, 11.355371607998677, 829, 298769,                                             402656, 24.26546859741211, 593.7560424804688
447, -2904.7940959334373, 4, 10.920748575001198, 792, 299561,                                             403448, 23.801015853881836, 593.0653686523438
448, -3320.6128247976303, 4, 10.920780303000356, 798, 300359,                                             404246, 23.640562057495117, 593.0462646484375
449, -3434.442092061043, 4, 11.124882247000642, 810, 301169,                                             405056, 24.062665939331055, 593.134765625
450, -5678.068222284317, 3, 10.923504933998629, 798, 301967,                                             405854, 23.627445220947266, 592.434814453125
451, -3648.0194702148438, 4, 10.721578882999893, 783, 302750,                                             406637, 23.89519691467285, 591.7161254882812
452, -2324.0728081464767, 4, 10.920264808002685, 775, 303525,                                             407412, 23.71257972717285, 591.5732421875
453, -2613.7681788802147, 4, 10.923567161000392, 809, 304334,                                             408221, 23.700834274291992, 591.2550048828125
454, -5855.827672719955, 4, 10.922746982003446, 805, 305139,                                             409026, 23.7520751953125, 591.0988159179688
455, -3116.5650366544724, 4, 10.921505352001986, 796, 305935,                                             409822, 23.812925338745117, 591.816650390625
456, -2539.5256657600403, 4, 10.922910242996295, 789, 306724,                                             410611, 23.54496192932129, 590.9462280273438
457, -3299.16155230999, 4, 10.923307894998288, 764, 307488,                                             411375, 23.195222854614258, 589.8391723632812
458, -3340.554849743843, 4, 10.72261567699752, 781, 308269,                                             412156, 23.61839485168457, 590.4837036132812
459, 808.0735632181168, 1, 7.521470090003277, 544, 308813,                                             412700, 23.722858428955078, 589.8681640625
460, -3771.129297733307, 4, 10.841397930002131, 808, 309621,                                             413508, 23.93102264404297, 589.468505859375
461, -4003.7990525364876, 3, 7.799047866996261, 568, 310189,                                             414076, 23.473764419555664, 589.6456298828125
462, -3501.140685558319, 4, 10.723334898997564, 749, 310938,                                             414825, 23.800071716308594, 589.37939453125
463, -4153.693755507469, 3, 8.122852763997798, 576, 311514,                                             415401, 23.288299560546875, 589.2449951171875
464, -3342.0967428684235, 4, 10.721157441999821, 784, 312298,                                             416185, 23.457700729370117, 589.4790649414062
465, -3053.1031795740128, 4, 11.124500116995478, 801, 313099,                                             416986, 23.43412208557129, 589.1521606445312
466, -5403.364881038666, 3, 10.721255060998374, 777, 313876,                                             417763, 23.436765670776367, 588.5946655273438
467, -3761.0806337594986, 2, 4.717931843995757, 304, 314180,                                             418067, 23.411367416381836, 589.1375732421875
468, -132.95758163928986, 1, 8.521891390999372, 618, 314798,                                             418685, 23.202041625976562, 588.4585571289062
469, -6385.756107091904, 3, 8.476437022996834, 632, 315430,                                             419317, 22.843820571899414, 587.7180786132812
470, -2797.8789932131767, 4, 11.164835515002778, 818, 316248,                                             420135, 23.24346923828125, 588.3151245117188
471, -3361.8923954963684, 4, 10.92403786900104, 800, 317048,                                             420935, 23.692758560180664, 588.850830078125
472, -143.06405061483383, 1, 7.71878085899516, 556, 317604,                                             421491, 24.062374114990234, 588.7461547851562
473, -3658.0464153289795, 4, 10.665642008003488, 766, 318370,                                             422257, 23.347862243652344, 588.9527587890625
474, 2365.5598416924477, 1, 0.48064233799959766, 35, 318405,                                             422292, 23.770408630371094, 589.48046875
475, -3322.76522231102, 4, 9.844478895996872, 729, 319134,                                             423021, 23.44060516357422, 588.348388671875
476, -1251.509256362915, 1, 8.89336812900001, 630, 319764,                                             423651, 23.607807159423828, 588.748291015625
477, -4867.079943418503, 3, 7.120892810999067, 511, 320275,                                             424162, 23.639982223510742, 588.7945556640625
478, 1577.0282631218433, 1, 4.317478150995157, 303, 320578,                                             424465, 23.582792282104492, 587.6016235351562
479, -3627.4029121398926, 4, 10.693269602001237, 795, 321373,                                             425260, 23.480257034301758, 588.8075561523438
480, -2958.3138805627823, 4, 11.152056361999712, 780, 322153,                                             426040, 23.333786010742188, 588.8569946289062
481, -3147.1554358005524, 4, 11.12265620999824, 802, 322955,                                             426842, 23.372905731201172, 588.6643676757812
482, -6348.592479228973, 3, 10.921372770993912, 779, 323734,                                             427621, 23.56545066833496, 589.0098876953125
483, -3202.119450569153, 4, 11.322947779997776, 800, 324534,                                             428421, 23.791536331176758, 589.053466796875
484, 2348.1422224640846, 1, 1.5173777469972265, 82, 324616,                                             428503, 21.942413330078125, 588.1483764648438
485, -3793.094019651413, 4, 10.894810116995359, 765, 325381,                                             429268, 23.702436447143555, 588.7377319335938
486, -5292.109530508518, 3, 11.14800485100568, 798, 326179,                                             430066, 23.823680877685547, 588.710205078125
487, 607.4138109385967, 1, 7.919535258995893, 562, 326741,                                             430628, 23.971038818359375, 588.0322265625
488, -3543.6213574409485, 3, 4.185932758999115, 302, 327043,                                             430930, 23.76906967163086, 588.3385009765625
489, -2867.661255121231, 4, 11.256675472002826, 795, 327838,                                             431725, 23.904985427856445, 588.3130493164062
490, -3448.633322119713, 4, 10.92402880100417, 779, 328617,                                             432504, 23.516145706176758, 587.8755493164062
491, 1119.5486812591553, 1, 6.7364818709975225, 421, 329038,                                             432925, 23.31338119506836, 587.9724731445312
492, 1980.5328168869019, 1, 2.3301140039984602, 170, 329208,                                             433095, 23.415571212768555, 588.9822387695312
493, -3322.260497570038, 4, 11.293290615998558, 804, 330012,                                             433899, 23.494062423706055, 588.3782348632812
494, -5441.742080211639, 3, 10.722449230997881, 767, 330779,                                             434666, 24.003358840942383, 587.9683227539062
495, -3609.2153066396713, 4, 10.926820886001224, 776, 331555,                                             435442, 23.338459014892578, 587.1454467773438
496, 2381.0876558423042, 1, 1.3171906919960747, 75, 331630,                                             435517, 22.79363250732422, 586.620849609375
497, -3607.0227851867676, 4, 10.853034574996855, 788, 332418,                                             436305, 23.951305389404297, 587.9605102539062
498, 2156.857436776161, 1, 2.187887984000554, 108, 332526,                                             436413, 23.30918312072754, 588.0336303710938
499, -5185.778193950653, 3, 9.739204395998968, 710, 333236,                                             437123, 23.643287658691406, 587.1423950195312
500, -2568.4292874336243, 4, 11.106995419999294, 780, 334016,                                             437903, 23.34363555908203, 587.4141845703125
501, 1777.9525408744812, 1, 3.750169757004187, 253, 334269,                                             438156, 23.51862335205078, 587.6591186523438
502, 1589.3755749464035, 1, 3.6485686390005867, 263, 334532,                                             438419, 23.21583366394043, 587.8212890625
503, -3915.4109559059143, 3, 6.388063015998341, 449, 334981,                                             438868, 23.751869201660156, 587.364013671875
504, -4433.665221333504, 3, 7.119486070005223, 495, 335476,                                             439363, 23.90599250793457, 587.442626953125
505, -3294.3259973526, 4, 10.921609906006779, 770, 336246,                                             440133, 23.940601348876953, 588.1322021484375
506, -2184.554592370987, 4, 10.725188712996896, 726, 336972,                                             440859, 23.721725463867188, 587.97509765625
507, -3077.5819466114044, 3, 3.7187834750002366, 243, 337215,                                             441102, 24.168434143066406, 587.7177734375
508, -2966.013206601143, 4, 10.92223905800347, 764, 337979,                                             441866, 23.834924697875977, 587.8512573242188
509, 1151.4160769879818, 1, 6.123182481002004, 413, 338392,                                             442279, 23.870729446411133, 589.0938110351562
510, -3402.5655987262726, 4, 10.922888278997561, 765, 339157,                                             443044, 23.87473487854004, 588.2127685546875
511, -3689.5979763269424, 4, 11.122698636005225, 770, 339927,                                             443814, 23.867204666137695, 588.366943359375
512, -2485.810281574726, 4, 10.722742739999376, 724, 340651,                                             444538, 23.972949981689453, 588.3068237304688
513, -2954.0051593780518, 4, 10.722707408000133, 753, 341404,                                             445291, 23.853939056396484, 587.8195190429688
514, -2227.533488690853, 4, 10.925873786000011, 762, 342166,                                             446053, 23.881759643554688, 588.0816040039062
515, 371.0934085845947, 1, 9.92213669699413, 692, 342858,                                             446745, 23.80765151977539, 587.5565185546875
516, -2783.3775069713593, 3, 2.120156921999296, 152, 343010,                                             446897, 23.82740592956543, 587.681396484375
517, -5545.772181272507, 4, 11.119869805996132, 776, 343786,                                             447673, 23.79673957824707, 588.0028076171875
518, 950.4498213231564, 1, 8.121225267997943, 521, 344307,                                             448194, 23.608047485351562, 588.065673828125
519, -3852.0023646354675, 3, 6.33719015600218, 454, 344761,                                             448648, 23.900829315185547, 588.2344970703125
520, -4811.891501784325, 4, 11.093257469998207, 764, 345525,                                             449412, 23.942659378051758, 588.7644653320312
521, 17.984139561653137, 1, 9.722013017999416, 675, 346200,                                             450087, 23.969953536987305, 588.5635986328125
522, -3475.0069274902344, 2, 2.517864634995931, 158, 346358,                                             450245, 24.157991409301758, 589.4545288085938
523, -4728.341450214386, 3, 10.522634686996753, 731, 347089,                                             450976, 24.212831497192383, 588.8642578125
524, -4305.405010342598, 2, 9.122067203999904, 591, 347680,                                             451567, 24.544795989990234, 589.22802734375
525, -2630.259270310402, 4, 10.921322392998263, 759, 348439,                                             452326, 24.166213989257812, 588.7032470703125
526, -3904.5871942043304, 3, 5.919864944000437, 406, 348845,                                             452732, 24.340381622314453, 588.5601806640625
527, 1069.3860803842545, 1, 6.72181491900119, 452, 349297,                                             453184, 24.027162551879883, 588.2423095703125
528, -3538.674248456955, 4, 10.557474383997032, 750, 350047,                                             453934, 24.505521774291992, 588.6622314453125
529, -5521.503566622734, 4, 11.093925394001417, 762, 350809,                                             454696, 23.816862106323242, 588.711669921875
530, -2426.8745284080505, 4, 10.921085817004496, 746, 351555,                                             455442, 24.313661575317383, 588.9059448242188
531, -4208.793085217476, 3, 7.92319794800278, 507, 352062,                                             455949, 23.971923828125, 588.8946533203125
532, -4398.145874977112, 3, 8.52069228500477, 586, 352648,                                             456535, 24.110382080078125, 588.3181762695312
533, -4803.695752859116, 3, 10.522531726004672, 724, 353372,                                             457259, 24.083913803100586, 588.6436767578125
534, -3352.1821253299713, 4, 10.92203898000298, 751, 354123,                                             458010, 24.19478416442871, 588.1163330078125
535, -4897.500113904476, 3, 11.12171064499853, 754, 354877,                                             458764, 23.81438636779785, 587.9650268554688
536, 1190.5227036476135, 1, 6.720471510001516, 457, 355334,                                             459221, 23.936555862426758, 588.0484619140625
537, 1456.6147426366806, 1, 5.118523230004939, 316, 355650,                                             459537, 24.20783233642578, 587.5896606445312
538, -6152.729127883911, 3, 9.648349127994152, 676, 356326,                                             460213, 24.332115173339844, 588.433349609375
539, -4303.121986031532, 3, 7.394425990001764, 497, 356823,                                             460710, 24.376646041870117, 587.270751953125
540, -2893.693648636341, 4, 10.923636833998899, 744, 357567,                                             461454, 24.227840423583984, 588.285400390625
541, 2456.99366158247, 1, 0.7159842929977458, 30, 357597,                                             461484, 24.34501838684082, 588.84765625
542, -3284.969391345978, 4, 10.772431634002714, 752, 358349,                                             462236, 24.127809524536133, 588.6189575195312
543, -2885.168393611908, 4, 11.275022527996043, 775, 359124,                                             463011, 23.90077781677246, 588.1067504882812
544, -2822.304001927376, 4, 10.92448979600158, 713, 359837,                                             463724, 24.460466384887695, 587.9187622070312
545, -2969.9403574466705, 4, 11.123063705999812, 750, 360587,                                             464474, 24.30355453491211, 587.6924438476562
546, -2396.058235526085, 4, 10.923172504000831, 736, 361323,                                             465210, 24.694578170776367, 587.7251586914062
547, -3013.560138106346, 4, 10.921791790999123, 737, 362060,                                             465947, 24.020545959472656, 587.4388427734375
548, -2691.600227892399, 4, 10.921394351003983, 736, 362796,                                             466683, 24.15550422668457, 586.8869018554688
549, -2117.4140408337116, 4, 10.922354403999634, 706, 363502,                                             467389, 23.63939666748047, 586.4608154296875
550, -4065.7932810783386, 3, 7.521465769998031, 509, 364011,                                             467898, 24.182661056518555, 587.6881103515625
551, -4438.362291693687, 3, 10.12136108300183, 678, 364689,                                             468576, 23.967411041259766, 586.896728515625
552, -3456.910679578781, 4, 10.921686574998603, 732, 365421,                                             469308, 24.108184814453125, 587.1155395507812
553, -2578.766716361046, 4, 10.924492341997393, 740, 366161,                                             470048, 24.333703994750977, 586.7399291992188
554, -2328.8298087120056, 4, 10.721096754001337, 732, 366893,                                             470780, 23.564594268798828, 585.8787841796875
555, -3131.0355244874954, 4, 10.922995256005379, 713, 367606,                                             471493, 23.776269912719727, 585.984375
556, 160.24687668681145, 1, 10.320027820998803, 695, 368301,                                             472188, 24.158899307250977, 586.329833984375
557, -3015.7238305807114, 4, 10.801028043999395, 748, 369049,                                             472936, 24.405492782592773, 585.9740600585938
558, -4247.995500087738, 3, 7.642293835997407, 516, 369565,                                             473452, 24.03607940673828, 585.73828125
559, 936.8452488780022, 1, 6.92085429400322, 459, 370024,                                             473911, 23.813322067260742, 586.376708984375
560, -3858.207118988037, 4, 10.790649525006302, 742, 370766,                                             474653, 24.226194381713867, 585.5802612304688
561, -2983.7017714977264, 4, 11.253337168003782, 727, 371493,                                             475380, 24.287734985351562, 586.0445556640625
562, -2694.5810191631317, 4, 10.924187375996553, 736, 372229,                                             476116, 24.21025276184082, 586.0693359375
563, -4029.708922982216, 3, 7.120563395001227, 463, 372692,                                             476579, 24.322607040405273, 585.7355346679688
564, -2176.797149658203, 4, 10.721746184994117, 722, 373414,                                             477301, 24.51970672607422, 585.9358520507812
565, -3406.577915430069, 4, 11.123046495005838, 746, 374160,                                             478047, 24.034177780151367, 585.7703857421875
566, -2928.7638751268387, 4, 10.92317310100043, 729, 374889,                                             478776, 24.17913818359375, 585.7119750976562
567, -2552.6054394245148, 4, 10.932370672999241, 699, 375588,                                             479475, 23.99156951904297, 585.7551879882812
568, -2861.7505860328674, 4, 10.922176632004266, 725, 376313,                                             480200, 24.06521224975586, 585.2437744140625
569, -2313.7120347619057, 4, 10.924070196000685, 735, 377048,                                             480935, 24.181371688842773, 585.3494262695312
570, -2958.40400326252, 4, 10.721896451002976, 714, 377762,                                             481649, 24.01848030090332, 584.638671875
571, -2149.929823040962, 4, 11.123634345000028, 729, 378491,                                             482378, 24.238014221191406, 585.042236328125
572, -2842.328287243843, 4, 10.922126482000749, 719, 379210,                                             483097, 24.163164138793945, 584.9096069335938
573, -2619.9460874795914, 4, 10.722092598996824, 678, 379888,                                             483775, 24.432832717895508, 585.1035766601562
574, -2332.429447352886, 4, 10.521404106002592, 701, 380589,                                             484476, 23.93242073059082, 584.7308349609375
575, -3508.408280670643, 3, 5.919304427996394, 374, 380963,                                             484850, 23.847885131835938, 584.5723876953125
576, -4244.422041893005, 3, 9.72198342000047, 645, 381608,                                             485495, 24.0609130859375, 583.8430786132812
577, -2605.6533700227737, 4, 10.922687990998384, 729, 382337,                                             486224, 23.945310592651367, 583.760009765625
578, -3451.0890480279922, 4, 10.922595324002032, 725, 383062,                                             486949, 23.988126754760742, 584.5025634765625
579, -2532.947655439377, 4, 10.721924313002091, 680, 383742,                                             487629, 24.09423828125, 583.4371948242188
580, -3159.8511649370193, 4, 10.723204181005713, 707, 384449,                                             488336, 23.7544002532959, 583.3048706054688
581, -2148.9840376377106, 4, 10.922426097000425, 721, 385170,                                             489057, 23.902854919433594, 583.1873779296875
582, -3209.8194541931152, 4, 10.922606009000447, 714, 385884,                                             489771, 24.35935401916504, 583.386962890625
583, -2383.3840500712395, 4, 10.725914130998717, 708, 386592,                                             490479, 24.380779266357422, 582.0879516601562
584, -2617.566167831421, 4, 10.921888450000552, 711, 387303,                                             491190, 23.82664680480957, 581.6392211914062
585, -2279.2971252202988, 4, 10.723460374996648, 669, 387972,                                             491859, 23.643770217895508, 582.2240600585938
586, 2004.4252361059189, 1, 3.1189078070019605, 190, 388162,                                             492049, 23.147062301635742, 580.6372680664062
587, -4757.71665763855, 3, 8.816849763999926, 599, 388761,                                             492648, 23.677114486694336, 580.6839599609375
588, -2753.7788660526276, 4, 10.827612872002646, 734, 389495,                                             493382, 24.035358428955078, 580.7471313476562
589, -4420.7736275196075, 3, 8.920764090005832, 579, 390074,                                             493961, 23.682010650634766, 580.7200317382812
590, -3890.866780400276, 4, 10.924064621998696, 709, 390783,                                             494670, 23.696243286132812, 581.0419311523438
591, -3295.5108404159546, 2, 3.120703811997373, 189, 390972,                                             494859, 23.82147789001465, 581.31494140625
592, 1931.9140267670155, 1, 2.9188648690033006, 178, 391150,                                             495037, 24.421213150024414, 580.9506225585938
593, 279.29193115234375, 1, 7.712276498998108, 509, 391659,                                             495546, 23.275243759155273, 580.84765625
594, -5142.698885917664, 2, 10.132546205000835, 622, 392281,                                             496168, 23.753219604492188, 581.0506591796875
595, -2538.1236251592636, 4, 10.923437454999657, 698, 392979,                                             496866, 23.998411178588867, 582.0396728515625
596, -3403.8237670063972, 4, 10.925194701005239, 702, 393681,                                             497568, 23.863113403320312, 581.9398803710938
597, -3631.010109782219, 4, 10.922018707999086, 706, 394387,                                             498274, 23.873912811279297, 581.51025390625
